ID,age,workclass,marital_status,sex,hours_per_week,capital,income
19008,39,Private,Married-civ-spouse,Male,40,28928.643816483458,<=50K
19009,31,Private,Never-married,Female,40,32121.99705174373,<=50K
19010,20,Federal-gov,Never-married,Male,40,,<=50K
19011,65,Self-emp-not-inc,Married-civ-spouse,Male,21,28732.0257967151,<=50K
19012,44,Private,Married-civ-spouse,Male,45,44162.28733619142,<=50K
19013,33,Private,Married-civ-spouse,Male,40,24113.699622926164,<=50K
19014,25,Private,Married-civ-spouse,Male,45,,>50K
19015,38,Private,Married-civ-spouse,Male,50,45323.97179987771,<=50K
19016,31,Local-gov,Never-married,Male,40,23540.176306464695,<=50K
19017,33,Self-emp-not-inc,Married-civ-spouse,Male,20,22802.767412326673,<=50K
19018,49,Self-emp-not-inc,Divorced,Female,40,33606.745900876725,<=50K
19019,28,Private,Never-married,Female,40,28429.696682652477,<=50K
19020,29,Private,Married-civ-spouse,Male,40,32111.947964299387,<=50K
19021,23,Private,Never-married,Male,20,,<=50K
19022,37,Self-emp-not-inc,Married-civ-spouse,Male,20,46811.20954454412,>50K
19023,52,Private,Never-married,Male,37,34303.51733801323,>50K
19024,27,Private,Never-married,Male,40,28670.69068943536,<=50K
19025,47,Private,Married-civ-spouse,Male,50,34886.14040649397,>50K
19026,21,Private,Never-married,Female,40,,<=50K
19027,41,Federal-gov,Married-civ-spouse,Female,40,48694.166278864766,>50K
19028,61,Private,Married-civ-spouse,Male,40,28985.219560350437,>50K
19029,32,Private,Married-civ-spouse,Male,40,31656.04349926499,>50K
19030,21,Private,Never-married,Male,40,,<=50K
19031,63,Private,Married-civ-spouse,Male,40,30406.746139904997,>50K
19032,34,Private,Married-civ-spouse,Male,42,24648.928644264975,<=50K
19033,21,State-gov,Never-married,Male,20,,<=50K
19034,44,Private,Divorced,Female,33,28178.329074001605,<=50K
19035,26,Private,Never-married,Male,35,32300.459613952342,<=50K
19036,36,Private,Married-civ-spouse,Male,50,43174.23184998406,>50K
19037,39,Private,Never-married,Male,40,44073.75136539487,>50K
19038,52,Private,Married-civ-spouse,Male,20,22673.723241421787,<=50K
19039,44,Self-emp-not-inc,Married-civ-spouse,Male,40,28393.928168855673,<=50K
19040,42,Private,Married-civ-spouse,Female,40,41699.7973394477,<=50K
19041,60,,Married-civ-spouse,Male,50,21898.0121084612,>50K
19042,31,Private,Never-married,Male,40,35268.77262048542,<=50K
19043,30,Private,Never-married,Male,40,51317.66711309652,<=50K
19044,23,Private,Never-married,Female,25,,<=50K
19045,81,State-gov,Widowed,Female,20,25229.65856278863,<=50K
19046,39,Private,Married-civ-spouse,Male,40,25703.987221784195,<=50K
19047,38,Private,Divorced,Female,40,48685.432627557384,<=50K
19048,21,Private,Never-married,Female,38,,<=50K
19049,28,Local-gov,Married-civ-spouse,Male,40,17930.82916786671,<=50K
19050,34,Private,Never-married,Female,40,28046.982190021492,<=50K
19051,47,Private,Never-married,Female,40,25527.732743274537,<=50K
19052,36,Private,Married-civ-spouse,Male,50,54257.59312596309,<=50K
19053,27,Private,Never-married,Male,50,32596.25172514818,<=50K
19054,56,Private,Never-married,Female,50,28704.375336335914,<=50K
19055,57,Private,Widowed,Female,30,28279.83504155776,<=50K
19056,42,State-gov,Divorced,Female,38,27679.81022497152,<=50K
19057,43,Private,Divorced,Male,35,46998.57628088034,<=50K
19058,48,,Married-spouse-absent,Female,32,23604.15191527592,<=50K
19059,53,Private,Divorced,Female,40,27332.127178333612,<=50K
19060,58,Private,Divorced,Female,24,22076.721501098968,<=50K
19061,19,Private,Never-married,Male,40,,<=50K
19062,37,Private,Married-civ-spouse,Male,46,30847.574325823265,>50K
19063,41,Self-emp-not-inc,Divorced,Female,20,28979.481600946918,<=50K
19064,31,Private,Separated,Female,40,22653.80767635799,<=50K
19065,31,Private,Married-civ-spouse,Male,35,42076.58896747873,<=50K
19066,53,Local-gov,Married-civ-spouse,Male,40,18845.28168400942,<=50K
19067,19,Private,Never-married,Male,25,,<=50K
19068,56,Private,Married-civ-spouse,Male,50,28543.104128344017,>50K
19069,55,Federal-gov,Married-civ-spouse,Female,40,26214.07453670781,>50K
19070,51,Private,Married-civ-spouse,Female,40,34375.94107107426,<=50K
19071,62,Private,Never-married,Female,40,24676.574098420147,<=50K
19072,43,Private,Married-civ-spouse,Male,50,27229.3880561471,>50K
19073,45,,Divorced,Male,48,28326.411570003052,<=50K
19074,28,Local-gov,Married-civ-spouse,Male,45,18316.86707094541,<=50K
19075,46,Private,Married-civ-spouse,Male,40,18469.33128431424,>50K
19076,62,State-gov,Married-civ-spouse,Male,40,32174.634214468184,<=50K
19077,57,Local-gov,Widowed,Female,30,21703.30565403305,<=50K
19078,60,Local-gov,Married-civ-spouse,Female,45,27481.683677165613,>50K
19079,23,Federal-gov,Never-married,Male,40,,<=50K
19080,47,Private,Married-civ-spouse,Male,50,25857.8839753184,>50K
19081,21,Private,Never-married,Female,20,,<=50K
19082,51,Private,Married-civ-spouse,Male,48,27071.231747738046,<=50K
19083,61,Local-gov,Married-civ-spouse,Male,40,27000.47657759884,<=50K
19084,52,Self-emp-not-inc,Married-civ-spouse,Female,30,28598.2317036925,>50K
19085,76,Private,Married-civ-spouse,Male,40,30422.128855667488,<=50K
19086,24,Private,Never-married,Male,39,,<=50K
19087,31,Self-emp-not-inc,Never-married,Male,50,30739.862928835784,<=50K
19088,43,Private,Married-civ-spouse,Male,50,53204.21162274488,>50K
19089,58,Federal-gov,Widowed,Female,40,28135.331571592604,<=50K
19090,18,,Never-married,Female,24,,<=50K
19091,19,Private,Never-married,Female,25,,<=50K
19092,44,Private,Divorced,Female,45,42868.73851910445,<=50K
19093,41,Local-gov,Never-married,Male,20,30916.890839866017,<=50K
19094,21,Private,Never-married,Male,20,,<=50K
19095,40,Private,Divorced,Male,35,30889.509942182634,<=50K
19096,25,Private,Never-married,Male,30,,<=50K
19097,62,Local-gov,Widowed,Female,40,32668.343154968752,<=50K
19098,42,Private,Married-civ-spouse,Male,40,45892.87371669155,<=50K
19099,35,Private,Never-married,Male,40,27590.09490739897,<=50K
19100,19,Private,Never-married,Female,20,,<=50K
19101,60,Private,Married-civ-spouse,Female,40,32446.363039916523,<=50K
19102,20,Private,Never-married,Male,40,,<=50K
19103,23,Private,Married-civ-spouse,Male,25,,<=50K
19104,18,Private,Never-married,Female,40,,<=50K
19105,40,Private,Married-civ-spouse,Male,45,28330.13515411768,>50K
19106,19,Private,Never-married,Female,20,,<=50K
19107,51,Private,Divorced,Female,40,43695.282687002255,<=50K
19108,41,Local-gov,Married-civ-spouse,Male,50,24198.78012610769,<=50K
19109,18,Private,Never-married,Female,20,,<=50K
19110,41,Private,Married-spouse-absent,Female,40,28595.696978152628,<=50K
19111,27,Private,Never-married,Female,40,23935.344095936012,<=50K
19112,71,Self-emp-not-inc,Divorced,Female,28,21866.39854271014,<=50K
19113,25,Private,Married-civ-spouse,Male,40,,<=50K
19114,73,Private,Divorced,Female,20,48385.666039161384,<=50K
19115,45,Private,Married-civ-spouse,Male,40,26390.048404171383,<=50K
19116,25,Private,Married-civ-spouse,Male,40,,>50K
19117,50,Private,Married-civ-spouse,Female,20,33003.70598747636,<=50K
19118,44,Private,Married-civ-spouse,Male,40,35831.35723469925,<=50K
19119,44,Local-gov,Divorced,Female,40,33140.18727850351,<=50K
19120,49,Private,Married-civ-spouse,Male,45,29394.436734260446,>50K
19121,44,Self-emp-inc,Married-civ-spouse,Male,45,15292.238718064777,>50K
19122,42,Federal-gov,Divorced,Female,40,34604.85445937012,<=50K
19123,20,Private,Never-married,Female,45,,<=50K
19124,66,Private,Widowed,Female,20,28642.06361454215,<=50K
19125,19,Private,Never-married,Male,20,,<=50K
19126,60,Private,Married-civ-spouse,Male,50,27615.74754666088,<=50K
19127,46,Private,Separated,Male,40,43126.352446346566,<=50K
19128,42,Private,Divorced,Male,35,21857.474107103284,<=50K
19129,59,Private,Divorced,Female,50,35471.81832452694,<=50K
19130,58,Private,Married-civ-spouse,Male,50,44709.88796793619,>50K
19131,47,Private,Divorced,Female,40,20985.30342348168,<=50K
19132,58,Private,Married-civ-spouse,Male,36,34875.52067378213,<=50K
19133,69,,Married-civ-spouse,Male,40,23222.178889448158,>50K
19134,17,,Never-married,Female,40,,<=50K
19135,19,Private,Never-married,Male,24,,<=50K
19136,28,Private,Married-civ-spouse,Male,50,32525.075210839655,<=50K
19137,37,Private,Separated,Female,40,28046.904378184918,<=50K
19138,30,Private,Married-civ-spouse,Male,50,26771.976382112716,<=50K
19139,36,Private,Divorced,Male,40,24349.97149794717,<=50K
19140,45,Private,Divorced,Male,50,28364.41401157462,>50K
19141,59,Private,Married-civ-spouse,Female,50,44687.836997749386,<=50K
19142,45,Private,Married-civ-spouse,Male,40,32737.39354820133,<=50K
19143,53,Local-gov,Divorced,Female,40,27687.151296718,>50K
19144,37,Private,Divorced,Female,40,25183.343256711567,<=50K
19145,26,Private,Never-married,Female,40,29510.4060623437,<=50K
19146,53,Local-gov,Married-civ-spouse,Male,40,32435.803540918503,<=50K
19147,44,State-gov,Married-civ-spouse,Female,20,27236.362714893214,<=50K
19148,27,Private,Never-married,Male,40,46153.75458221028,<=50K
19149,22,Private,Never-married,Male,40,,<=50K
19150,41,Private,Divorced,Male,40,29160.446102896054,<=50K
19151,53,Private,Married-civ-spouse,Male,40,25022.984683622708,<=50K
19152,58,Private,Married-civ-spouse,Male,40,18353.897330079326,<=50K
19153,34,,Separated,Female,50,26870.631059307565,<=50K
19154,32,Private,Married-civ-spouse,Male,50,29477.352472159844,>50K
19155,32,Private,Married-civ-spouse,Male,38,21800.916438856075,<=50K
19156,47,Private,Married-civ-spouse,Female,40,28780.44941175361,>50K
19157,27,Private,Married-civ-spouse,Male,40,35788.78499892833,<=50K
19158,25,Private,Never-married,Male,40,,<=50K
19159,40,Private,Divorced,Female,40,34300.982705750954,<=50K
19160,36,Self-emp-not-inc,Married-civ-spouse,Male,50,32067.549145931345,<=50K
19161,23,Local-gov,Never-married,Male,40,,<=50K
19162,44,Private,Married-civ-spouse,Male,40,27123.558981579004,<=50K
19163,19,Private,Never-married,Male,50,,<=50K
19164,42,Private,Never-married,Male,40,27241.438635253053,<=50K
19165,60,Self-emp-not-inc,Married-civ-spouse,Male,20,35479.983759987306,<=50K
19166,41,Private,Married-civ-spouse,Male,45,32963.47453615904,>50K
19167,45,Federal-gov,Never-married,Female,40,29809.667278279052,<=50K
19168,67,,Married-civ-spouse,Male,49,27564.97682612553,<=50K
19169,36,Self-emp-not-inc,Married-civ-spouse,Male,48,28175.408215692525,<=50K
19170,52,State-gov,Divorced,Female,40,26004.155158217756,<=50K
19171,28,Private,Never-married,Male,20,31208.53964501659,<=50K
19172,83,Self-emp-inc,Divorced,Male,20,46659.051198366265,<=50K
19173,17,Private,Never-married,Male,20,,<=50K
19174,27,Private,Never-married,Male,40,26211.588139207048,<=50K
19175,35,Self-emp-not-inc,Never-married,Male,50,27564.269444598547,<=50K
19176,40,Private,Never-married,Female,40,29924.261342439637,<=50K
19177,23,Private,Married-civ-spouse,Female,25,,<=50K
19178,51,Local-gov,Married-civ-spouse,Male,40,24207.021072607735,<=50K
19179,51,Private,Married-civ-spouse,Male,50,31060.65320218061,<=50K
19180,82,,Widowed,Male,20,23524.012927419662,<=50K
19181,28,Private,Never-married,Female,45,45273.62918138541,<=50K
19182,53,Private,Married-civ-spouse,Male,50,24174.20332336739,>50K
19183,29,Private,Never-married,Female,35,48497.36069608395,<=50K
19184,19,Private,Never-married,Male,45,,<=50K
19185,30,Private,Married-spouse-absent,Female,50,29322.34271847763,<=50K
19186,23,Private,Never-married,Female,40,,<=50K
19187,66,Private,Married-civ-spouse,Male,20,27653.392175534027,>50K
19188,27,Private,Never-married,Male,40,30675.46904555752,<=50K
19189,35,Private,Married-civ-spouse,Male,40,32299.925098299125,<=50K
19190,17,Private,Never-married,Male,20,,<=50K
19191,27,Private,Never-married,Male,40,22014.376341442625,<=50K
19192,27,Private,Never-married,Male,50,27858.21277888086,<=50K
19193,44,Local-gov,Married-civ-spouse,Female,40,13457.96514101397,>50K
19194,64,Private,Married-civ-spouse,Male,20,21375.532529339936,<=50K
19195,62,Self-emp-inc,Widowed,Female,20,26614.977560036285,<=50K
19196,26,Private,Married-civ-spouse,Male,40,30465.107541232857,<=50K
19197,40,Private,Separated,Male,40,30517.366841226336,<=50K
19198,40,Private,Married-civ-spouse,Male,40,23732.93300895618,>50K
19199,35,Private,Divorced,Female,40,27848.13899410171,<=50K
19200,25,Private,Never-married,Male,40,,<=50K
19201,52,Local-gov,Widowed,Female,24,31291.05732590473,<=50K
19202,46,Private,Married-civ-spouse,Female,40,27328.27345206234,>50K
19203,30,Private,Married-civ-spouse,Male,40,35165.19603604902,<=50K
19204,52,Private,Married-civ-spouse,Male,40,31570.053732437456,>50K
19205,28,Private,Never-married,Male,40,31990.88607785401,<=50K
19206,17,Private,Never-married,Female,25,,<=50K
19207,46,State-gov,Never-married,Female,40,43981.1557276143,<=50K
19208,45,Private,Divorced,Male,40,45786.29915007483,>50K
19209,21,Private,Never-married,Female,32,,<=50K
19210,18,Self-emp-not-inc,Married-civ-spouse,Female,40,,<=50K
19211,17,Private,Never-married,Male,20,,<=50K
19212,90,Private,Divorced,Female,37,45233.83218032655,<=50K
19213,23,Private,Never-married,Male,40,,<=50K
19214,41,Private,Married-civ-spouse,Male,40,29987.50256665381,>50K
19215,19,Self-emp-not-inc,Never-married,Male,50,,<=50K
19216,69,Private,Married-civ-spouse,Male,40,30160.765074181414,<=50K
19217,23,Federal-gov,Never-married,Female,32,,<=50K
19218,28,Private,Never-married,Male,50,27051.940643055303,<=50K
19219,37,Private,Married-civ-spouse,Male,45,30496.94634195012,>50K
19220,57,Private,Married-civ-spouse,Male,30,29793.3721702931,<=50K
19221,30,Local-gov,Never-married,Male,40,30509.33138960395,<=50K
19222,48,Private,Separated,Female,40,24725.26596688984,<=50K
19223,73,Private,Widowed,Female,32,33814.1209357299,<=50K
19224,25,Private,Never-married,Male,40,,<=50K
19225,33,Private,Never-married,Male,40,35122.36314129648,>50K
19226,36,Private,Married-civ-spouse,Male,40,25206.222793154986,<=50K
19227,28,Private,Married-civ-spouse,Male,40,28621.283141512897,<=50K
19228,57,Private,Divorced,Female,40,51655.43454599366,<=50K
19229,31,Private,Never-married,Female,40,27939.739658138376,<=50K
19230,35,,Divorced,Male,38,23049.736560313475,<=50K
19231,40,State-gov,Divorced,Female,48,27695.994904042916,<=50K
19232,32,Private,Never-married,Female,40,32730.996800962537,<=50K
19233,35,,Never-married,Male,40,19111.716532340564,<=50K
19234,26,Private,Never-married,Female,40,26919.84004192944,<=50K
19235,27,Self-emp-inc,Separated,Female,40,34983.106661476006,<=50K
19236,17,Private,Never-married,Female,20,,<=50K
19237,29,Private,Never-married,Female,40,33457.84763797987,<=50K
19238,18,Private,Never-married,Female,30,,<=50K
19239,20,Private,Never-married,Male,30,,<=50K
19240,69,,Married-civ-spouse,Male,24,44390.50618758415,<=50K
19241,18,State-gov,Never-married,Female,40,,<=50K
19242,56,Private,Never-married,Female,40,25331.34306687256,<=50K
19243,40,Private,Separated,Female,20,25142.06663206788,<=50K
19244,46,Private,Divorced,Male,40,25527.19704393081,<=50K
19245,41,Private,Married-civ-spouse,Male,40,23191.984027963663,<=50K
19246,53,Private,Widowed,Female,40,19008.151464478447,<=50K
19247,50,Private,Married-civ-spouse,Male,50,25384.446495668035,>50K
19248,23,Private,Never-married,Male,50,,<=50K
19249,40,Private,Married-spouse-absent,Male,40,27548.899300860918,>50K
19250,54,Self-emp-inc,Married-civ-spouse,Male,40,45252.06572673225,>50K
19251,45,Private,Divorced,Female,40,31222.72760500544,<=50K
19252,53,Local-gov,Married-civ-spouse,Male,40,22855.362921112217,>50K
19253,17,,Never-married,Male,20,,<=50K
19254,50,Local-gov,Divorced,Female,40,33674.08191470493,>50K
19255,22,,Never-married,Male,25,,<=50K
19256,30,Private,Never-married,Male,40,42084.295644071295,<=50K
19257,40,Self-emp-inc,Married-civ-spouse,Male,40,23479.868979705323,<=50K
19258,36,State-gov,Never-married,Male,40,32394.46831515596,<=50K
19259,25,Self-emp-not-inc,Never-married,Male,50,,<=50K
19260,29,Private,Married-civ-spouse,Male,40,28483.84392021312,<=50K
19261,29,Private,Never-married,Male,50,34901.60982652452,<=50K
19262,22,Private,Never-married,Female,40,,<=50K
19263,56,Private,Divorced,Female,50,29794.32821632808,<=50K
19264,60,Local-gov,Married-civ-spouse,Male,40,45330.13021975049,>50K
19265,37,Private,Married-civ-spouse,Male,50,31164.85223025743,<=50K
19266,53,Private,Divorced,Female,40,35217.62537545557,<=50K
19267,23,State-gov,Never-married,Female,20,,<=50K
19268,18,Private,Never-married,Female,20,,<=50K
19269,36,Private,Divorced,Female,45,32497.068883558757,<=50K
19270,67,Self-emp-inc,Married-civ-spouse,Male,50,31187.67149335762,>50K
19271,31,Private,Never-married,Male,50,44688.51108815868,<=50K
19272,26,Private,Married-civ-spouse,Male,48,31542.385565911067,>50K
19273,18,Private,Never-married,Female,20,,<=50K
19274,45,Local-gov,Divorced,Female,40,21327.378961365335,<=50K
19275,64,Private,Married-civ-spouse,Male,40,28183.93813815381,<=50K
19276,26,Private,Never-married,Female,38,25188.54749048744,<=50K
19277,53,Private,Divorced,Female,40,30045.19430580977,<=50K
19278,27,Private,Never-married,Male,28,27676.444128697753,<=50K
19279,32,Private,Divorced,Male,40,32017.516434079127,<=50K
19280,49,Self-emp-not-inc,Divorced,Female,30,23032.67375247856,>50K
19281,59,Private,Married-civ-spouse,Male,40,24155.084510052737,>50K
19282,44,Private,Married-civ-spouse,Male,50,33258.05873986985,>50K
19283,61,Self-emp-not-inc,Married-civ-spouse,Male,50,27747.507982623054,<=50K
19284,41,,Divorced,Female,40,46608.637856515925,<=50K
19285,46,State-gov,Separated,Female,37,28586.716599069518,<=50K
19286,32,Private,Never-married,Male,40,42968.49837263947,<=50K
19287,29,Private,Never-married,Female,35,31879.912209955975,<=50K
19288,48,Private,Never-married,Male,40,28748.27695801274,<=50K
19289,32,Private,Divorced,Female,30,22867.937714690546,<=50K
19290,21,Private,Never-married,Female,35,,<=50K
19291,50,Self-emp-not-inc,Married-civ-spouse,Male,50,32295.43235996461,>50K
19292,44,Local-gov,Married-civ-spouse,Male,44,33934.39746181051,>50K
19293,51,Private,Separated,Female,40,23207.51207617482,<=50K
19294,42,Private,Married-civ-spouse,Male,40,28519.635193061098,>50K
19295,27,Private,Never-married,Female,40,30907.378934914137,<=50K
19296,70,Self-emp-not-inc,Married-civ-spouse,Male,20,31346.88200858372,<=50K
19297,33,Private,Divorced,Female,40,21889.585319600206,<=50K
19298,65,Self-emp-not-inc,Married-civ-spouse,Male,50,22999.397044726058,>50K
19299,39,Private,Never-married,Male,40,27315.400756239353,<=50K
19300,32,Private,Married-civ-spouse,Male,40,47148.18817112869,<=50K
19301,30,Private,Divorced,Female,40,20827.508426061926,<=50K
19302,43,Self-emp-inc,Married-civ-spouse,Male,40,34948.89312758551,<=50K
19303,31,Private,Never-married,Male,40,28500.19747833815,<=50K
19304,64,Federal-gov,Divorced,Female,40,18524.330470528526,<=50K
19305,37,Local-gov,Separated,Male,50,33552.32300116542,<=50K
19306,49,Self-emp-not-inc,Divorced,Male,40,44919.74913323444,<=50K
19307,29,Private,Never-married,Male,48,26952.410072036964,<=50K
19308,35,Local-gov,Divorced,Male,40,31976.58458213143,<=50K
19309,37,Private,Married-civ-spouse,Male,45,30310.085898609977,<=50K
19310,42,State-gov,Married-civ-spouse,Male,50,45709.10644525222,>50K
19311,21,,Never-married,Male,40,,<=50K
19312,23,Private,Never-married,Male,40,,<=50K
19313,35,Local-gov,Never-married,Female,40,29661.59870880876,<=50K
19314,29,State-gov,Married-civ-spouse,Male,40,28239.961732805554,>50K
19315,23,Private,Never-married,Female,25,,<=50K
19316,21,Private,Never-married,Female,20,,<=50K
19317,45,Private,Never-married,Male,40,31164.532186185446,<=50K
19318,24,,Never-married,Male,50,,<=50K
19319,38,Private,Never-married,Male,50,31161.539866934963,<=50K
19320,28,,Never-married,Female,38,30641.855016817968,<=50K
19321,23,Private,Never-married,Female,48,,<=50K
19322,39,Self-emp-not-inc,Never-married,Male,50,31183.115859009442,<=50K
19323,45,Private,Married-civ-spouse,Male,50,28953.292832206596,>50K
19324,68,Private,Divorced,Female,43,27724.198389630958,<=50K
19325,60,Federal-gov,Divorced,Male,40,20330.94840028367,>50K
19326,38,State-gov,Married-civ-spouse,Female,40,25341.496086083658,>50K
19327,41,Private,Separated,Male,40,31973.66868397815,<=50K
19328,48,Private,Divorced,Male,40,25944.39079208231,<=50K
19329,33,Private,Married-civ-spouse,Male,40,26203.77871097284,<=50K
19330,48,Private,Married-civ-spouse,Male,40,18193.34538359251,<=50K
19331,23,Local-gov,Never-married,Female,20,,<=50K
19332,26,Private,Married-civ-spouse,Male,45,46093.182229424805,<=50K
19333,55,Self-emp-inc,Married-civ-spouse,Male,50,20561.653682489447,>50K
19334,35,State-gov,Married-civ-spouse,Male,50,32990.55159521251,<=50K
19335,52,Private,Married-civ-spouse,Male,50,24877.655085881244,>50K
19336,46,State-gov,Separated,Female,38,31289.5866734854,<=50K
19337,72,,Married-civ-spouse,Male,20,30780.200417185588,<=50K
19338,18,Private,Never-married,Female,30,,<=50K
19339,62,Local-gov,Divorced,Male,40,35546.317497019416,<=50K
19340,22,Private,Never-married,Female,30,,<=50K
19341,40,Private,Married-civ-spouse,Female,40,34154.29431645854,>50K
19342,26,Private,Married-civ-spouse,Male,50,16973.543199566608,<=50K
19343,35,Private,Married-spouse-absent,Female,36,19946.73635315255,<=50K
19344,25,Self-emp-not-inc,Never-married,Female,40,,<=50K
19345,46,,Married-civ-spouse,Female,35,46590.22869081247,>50K
19346,39,Private,Married-spouse-absent,Male,50,35918.5579817228,>50K
19347,41,Private,Married-civ-spouse,Male,45,47497.37393688275,>50K
19348,59,Private,Married-civ-spouse,Male,40,33712.63537967781,>50K
19349,37,Private,Married-civ-spouse,Male,40,33041.634075313945,<=50K
19350,38,Private,Married-civ-spouse,Male,43,24129.413708485332,<=50K
19351,33,Private,Never-married,Male,40,30340.5535027276,<=50K
19352,23,Private,Married-civ-spouse,Female,40,,<=50K
19353,67,Self-emp-not-inc,Widowed,Male,20,30834.586600316703,>50K
19354,60,Private,Divorced,Female,48,28995.897531303526,>50K
19355,39,Self-emp-inc,Married-civ-spouse,Male,50,25400.94619387758,>50K
19356,32,Self-emp-not-inc,Married-civ-spouse,Male,50,33526.511461344184,>50K
19357,26,Private,Never-married,Female,45,23444.722071346685,<=50K
19358,39,Private,Divorced,Female,50,25046.348491487515,<=50K
19359,28,Private,Never-married,Female,40,30562.62699656821,<=50K
19360,29,Private,Divorced,Female,50,22732.365921066423,<=50K
19361,43,Private,Married-civ-spouse,Male,50,35762.40901043407,<=50K
19362,23,Private,Never-married,Male,25,,<=50K
19363,32,Private,Married-civ-spouse,Male,45,22531.769661818635,>50K
19364,33,Self-emp-not-inc,Married-civ-spouse,Female,50,29966.411527151547,>50K
19365,45,Private,Divorced,Female,35,44328.72203090087,<=50K
19366,48,Private,Divorced,Male,40,34336.228139484156,<=50K
19367,43,Local-gov,Married-civ-spouse,Male,45,27870.79731223033,>50K
19368,50,Self-emp-not-inc,Married-civ-spouse,Male,40,15823.55969164769,>50K
19369,63,Private,Never-married,Male,40,34689.751179809675,>50K
19370,55,Private,Married-civ-spouse,Male,40,27779.85448657501,>50K
19371,22,Private,Never-married,Female,35,,<=50K
19372,32,Self-emp-not-inc,Never-married,Male,50,34857.02276575495,<=50K
19373,27,Private,Married-civ-spouse,Male,50,30934.132171028858,<=50K
19374,22,Private,Never-married,Female,20,,<=50K
19375,44,Private,Divorced,Male,50,33601.27070937705,<=50K
19376,34,Private,Separated,Female,40,29521.13830835403,<=50K
19377,28,Private,Never-married,Female,40,46234.22511478442,<=50K
19378,40,Private,Married-civ-spouse,Female,24,30441.28658327792,>50K
19379,45,Private,Married-civ-spouse,Male,50,27113.66261300879,<=50K
19380,17,Private,Never-married,Male,20,,<=50K
19381,53,Self-emp-not-inc,Married-civ-spouse,Male,45,43797.27227921237,<=50K
19382,58,Private,Married-civ-spouse,Male,40,44111.49084624674,>50K
19383,55,Self-emp-not-inc,Never-married,Male,35,22671.457322145496,<=50K
19384,44,Local-gov,Never-married,Male,44,29809.372103860722,<=50K
19385,40,Self-emp-not-inc,Married-civ-spouse,Male,30,27786.546390050808,<=50K
19386,58,Self-emp-not-inc,Married-civ-spouse,Male,50,50484.3319057227,<=50K
19387,38,Private,Married-civ-spouse,Male,40,52984.14978357758,>50K
19388,62,Private,Never-married,Female,22,25653.822110634817,<=50K
19389,31,Private,Married-civ-spouse,Male,38,26879.20841622734,<=50K
19390,31,Private,Married-civ-spouse,Male,40,28681.522247674595,<=50K
19391,30,Private,Never-married,Male,45,22772.743836256894,<=50K
19392,37,Private,Divorced,Female,40,44488.20051399478,<=50K
19393,38,Local-gov,Never-married,Male,40,31059.145035047695,<=50K
19394,58,Local-gov,Married-civ-spouse,Male,40,21606.117923426063,<=50K
19395,30,Private,Married-civ-spouse,Male,50,34981.85669026447,>50K
19396,28,Private,Never-married,Female,40,26727.576459436383,<=50K
19397,46,Private,Divorced,Female,50,29177.121910015405,<=50K
19398,34,Private,Never-married,Female,40,15658.03189316029,<=50K
19399,39,Self-emp-inc,Divorced,Male,50,28997.459757093235,<=50K
19400,61,Self-emp-inc,Widowed,Female,20,29454.093706125575,<=50K
19401,30,Self-emp-not-inc,Divorced,Female,40,23800.050718991246,<=50K
19402,31,Private,Separated,Female,40,33558.0962867709,<=50K
19403,21,Private,Never-married,Male,40,,<=50K
19404,50,Private,Married-civ-spouse,Male,50,48675.16509080577,<=50K
19405,47,Private,Never-married,Male,33,29333.614385128036,<=50K
19406,20,Private,Never-married,Male,40,,<=50K
19407,23,Private,Never-married,Female,30,,<=50K
19408,46,Private,Separated,Female,40,35571.65436143655,<=50K
19409,20,Private,Never-married,Male,45,,<=50K
19410,33,Private,Married-civ-spouse,Male,50,33199.09912253115,>50K
19411,30,Private,Never-married,Female,30,25035.876979864326,<=50K
19412,43,Local-gov,Divorced,Female,40,26830.939328799297,<=50K
19413,23,Private,Never-married,Male,50,,<=50K
19414,34,Private,Married-civ-spouse,Male,50,34308.681555716335,>50K
19415,25,Private,Never-married,Male,40,,<=50K
19416,50,Private,Married-civ-spouse,Female,40,34317.754415168514,>50K
19417,44,Private,Married-civ-spouse,Female,24,46192.65646588046,>50K
19418,26,Private,Divorced,Female,40,33943.05212275517,<=50K
19419,35,Private,Never-married,Female,50,32874.526775685,>50K
19420,48,Self-emp-not-inc,Divorced,Male,20,33575.24370732951,<=50K
19421,26,Private,Never-married,Male,40,43367.83678218463,<=50K
19422,41,Local-gov,Divorced,Female,40,22212.80481324715,<=50K
19423,25,Private,Never-married,Male,40,,<=50K
19424,33,Private,Never-married,Female,50,24230.551766764136,<=50K
19425,24,Private,Married-civ-spouse,Female,40,,<=50K
19426,31,Private,Married-spouse-absent,Female,40,27956.00056981204,<=50K
19427,24,Local-gov,Never-married,Female,20,,<=50K
19428,41,Private,Never-married,Female,40,25205.01940945578,<=50K
19429,38,Local-gov,Married-civ-spouse,Male,45,20192.9915916264,<=50K
19430,19,Private,Never-married,Male,40,,<=50K
19431,19,Private,Never-married,Male,40,,<=50K
19432,24,Private,Never-married,Male,40,,<=50K
19433,59,,Married-civ-spouse,Male,40,26019.59914624826,<=50K
19434,67,Private,Married-spouse-absent,Male,50,28719.74785823903,>50K
19435,49,Private,Divorced,Male,40,30165.929307341798,<=50K
19436,35,Private,Married-civ-spouse,Male,40,33514.606410135995,>50K
