age,workclass,marital_status,sex,hours_per_week,capital,income
33,goverment,Married,Male,40,24868.7027088741,<=50K
38,Private,Married,Male,50,30935.00549038045,<=50K
49,goverment,Married,Male,40,34994.52851942583,>50K
67,Self-emp-not-inc,Widowed,Female,20,44672.8402382447,<=50K
42,Private,Married,Male,40,33600.1683233861,>50K
54,Private,Married,Female,40,30374.4256796168,<=50K
49,Private,Married,Male,40,30234.028380088483,>50K
35,Private,Married,Male,50,30115.93075182455,>50K
26,Private,Never-married,Male,40,24217.96233401692,<=50K
31,Private,Never-married,Male,40,33735.98805540918,<=50K
36,Private,Married,Male,40,22561.94461477209,<=50K
35,goverment,Never-married,Male,50,29335.24974384829,>50K
40,goverment,Married,Male,40,30268.02889464302,<=50K
52,Private,Separated,Female,50,32033.72562692964,<=50K
42,goverment,Married,Male,40,32366.651973061907,>50K
50,Self-emp-not-inc,Married,Female,40,25328.37868450736,>50K
52,Private,Married,Male,40,27418.35343785896,>50K
51,goverment,Married,Male,40,24541.19154052694,<=50K
43,Private,Married,Male,40,28295.674142734744,>50K
57,Private,Married,Male,40,24477.250317469377,>50K
35,Private,Divorced,Male,50,26845.04465942456,<=50K
30,Private,Never-married,Female,30,33517.77313464628,<=50K
38,Private,Married,Male,40,20862.04313013532,<=50K
45,goverment,Divorced,Female,40,35109.992819301675,<=50K
60,Private,Married,Male,38,33076.11485562604,<=50K
45,Private,Divorced,Female,48,28445.298214881943,>50K
26,Private,Never-married,Male,40,29906.8898020543,<=50K
49,goverment,Married,Male,40,53783.21451858402,<=50K
29,Private,Divorced,Female,35,25498.459332875445,<=50K
47,Private,Married,Male,40,47503.14087589874,>50K
40,Private,Married,Male,35,21849.8018803836,<=50K
34,Private,Separated,Female,35,16493.55009174999,<=50K
42,Private,Married,Male,40,30135.941869890503,<=50K
33,Private,Married,Male,35,28747.883188744385,<=50K
63,Self-emp-not-inc,Married,Male,40,25562.51206700117,<=50K
53,Private,Married,Male,40,31296.50541048841,<=50K
38,Private,Married,Male,40,35794.29896404321,>50K
44,Private,Married,Male,45,21782.33894050969,>50K
43,Private,Married,Male,40,26938.553600351643,<=50K
26,Private,Never-married,Male,32,31470.954909889017,<=50K
56,Private,Married,Male,40,43266.28167672825,<=50K
39,Private,Divorced,Female,40,28779.640380737223,<=50K
44,Private,Divorced,Male,48,29111.859509531627,<=50K
34,Private,Separated,Male,48,27425.65186271802,>50K
40,Private,Never-married,Female,40,42210.36449723668,<=50K
38,goverment,Married,Male,40,29120.461801823472,<=50K
44,Private,Divorced,Female,40,29803.19569625431,<=50K
34,goverment,Divorced,Male,50,25271.89635904668,<=50K
58,Self-emp-inc,Widowed,Female,20,28692.48320927316,>50K
43,Private,Divorced,Female,30,24479.633697951867,<=50K
41,Private,Separated,Female,40,33573.14732995394,<=50K
44,Private,Never-married,Male,35,35342.47327392376,<=50K
32,Private,Married,Male,40,46912.48148918599,<=50K
38,goverment,Married,Male,50,31981.39491626992,>50K
47,Private,Married,Male,50,46867.19487208717,>50K
39,Private,Married,Male,40,46142.07712289378,<=50K
32,Private,Divorced,Male,50,45762.97629862957,<=50K
40,Private,Married,Male,50,32250.1925560592,<=50K
34,Private,Divorced,Female,45,35192.92195571352,<=50K
34,Private,Never-married,Male,30,27762.67738472165,<=50K
57,Private,Married,Male,45,27660.83127122228,>50K
71,Private,Married,Male,40,19266.00193386264,<=50K
45,goverment,Never-married,Male,50,48437.30968558111,>50K
54,Private,Divorced,Male,45,27415.49854676401,<=50K
26,Private,Never-married,Female,50,27449.16004438947,<=50K
37,Private,Married,Female,45,34414.56089821404,>50K
28,Self-emp-not-inc,Married,Male,50,27105.9789485688,<=50K
42,Private,Divorced,Female,20,28301.153907116244,<=50K
45,Private,Married,Male,40,29403.389950064087,<=50K
37,Private,Married,Male,50,30788.60725496928,<=50K
57,Private,Married,Male,50,42339.238013847054,<=50K
39,Private,Married,Male,50,29249.97994956977,<=50K
45,goverment,Married,Female,40,28223.0704451369,>50K
30,Private,Divorced,Female,46,27716.56449295211,<=50K
27,Private,Married,Male,40,35882.74671137854,>50K
44,Private,Married,Male,40,27529.80016258754,>50K
44,goverment,Married,Male,40,35010.811513536835,>50K
38,Private,Married,Female,50,25948.414098668232,>50K
39,Private,Divorced,Female,38,44255.58268812471,<=50K
55,Self-emp-inc,Widowed,Male,40,32351.015645538515,<=50K
43,Private,Divorced,Female,40,30032.31922086455,<=50K
36,goverment,Married,Female,35,32172.67290608393,<=50K
45,Private,Married,Male,50,28647.14553833759,<=50K
44,Private,Married,Male,38,33381.20192553835,>50K
26,Private,Married,Male,50,17454.862970928152,>50K
32,Private,Married,Male,40,43409.43135273927,>50K
43,goverment,Married,Male,50,46607.83165128599,<=50K
34,Private,Married,Male,40,33735.29800901872,<=50K
33,goverment,Never-married,Male,20,28973.46569937834,<=50K
40,Self-emp-inc,Never-married,Male,50,51443.46983238043,<=50K
46,Private,Never-married,Female,40,28206.2170937056,<=50K
54,goverment,Widowed,Female,40,52707.96360711116,<=50K
58,Self-emp-inc,Married,Male,45,48585.07279100225,<=50K
50,goverment,Married,Male,50,26854.095562673592,>50K
42,Self-emp-not-inc,Married,Male,45,46389.12198970314,<=50K
60,Private,Married,Female,30,35065.23570407234,<=50K
43,goverment,Never-married,Female,40,26935.39122431156,<=50K
31,Private,Married,Female,45,24337.196923492003,<=50K
35,Private,Divorced,Male,40,29121.02930265645,<=50K
48,Private,Divorced,Male,40,33139.733764099125,<=50K
43,Self-emp-not-inc,Married,Female,20,21229.492682713862,>50K
27,Private,Divorced,Female,40,25690.35751296731,<=50K
44,Self-emp-inc,Married,Male,50,21293.73148129624,>50K
52,Self-emp-not-inc,Married,Male,22,29272.593215725727,<=50K
49,Private,Married,Female,40,25083.13297151348,>50K
31,Private,Never-married,Female,40,43905.45934935758,<=50K
59,Private,Divorced,Male,40,20448.96484670495,<=50K
27,Private,Married,Male,40,30739.93674863005,<=50K
38,Self-emp-not-inc,Never-married,Male,40,32209.116656883256,>50K
51,goverment,Married,Male,40,18013.600377804243,>50K
58,Self-emp-inc,Married,Male,45,48584.80073399552,>50K
46,Private,Divorced,Female,40,34049.18149115132,<=50K
55,Private,Widowed,Female,40,21407.842877127005,<=50K
76,Private,Divorced,Female,20,28066.91146514977,<=50K
51,Private,Married,Male,40,34816.97648981637,>50K
33,Private,Married,Male,40,33266.57899090357,<=50K
46,Private,Married,Male,40,24809.1218816148,<=50K
51,Private,Married,Female,40,35465.58868841921,<=50K
42,goverment,Widowed,Female,40,32394.156787786404,<=50K
53,Private,Never-married,Male,50,25870.053634841403,>50K
33,goverment,Married,Female,35,21089.95436207789,>50K
30,Private,Married,Male,35,29700.650629545547,>50K
41,goverment,Divorced,Male,40,25389.682724316008,<=50K
42,goverment,Divorced,Female,40,22461.01845147751,<=50K
34,Private,Married,Male,40,31086.153450267226,>50K
31,Private,Never-married,Female,40,43364.40375313618,<=50K
46,Private,Married,Male,50,31448.150369635787,>50K
35,Private,Married,Male,40,31009.93950948894,<=50K
40,Private,Never-married,Male,40,22242.92584411296,<=50K
46,goverment,Married,Male,40,44126.18260147388,>50K
43,goverment,Married,Female,40,23010.429043489607,>50K
35,Private,Married,Male,40,26832.1922730492,<=50K
50,Self-emp-not-inc,Married,Female,20,28563.482957365453,<=50K
43,Private,Divorced,Male,40,22386.253491228515,<=50K
61,Private,Married,Male,40,45734.816216307096,>50K
29,Private,Never-married,Male,50,24833.827136609107,<=50K
36,goverment,Married,Male,50,31979.92837935884,<=50K
40,Private,Never-married,Female,40,23595.083029557936,<=50K
90,Private,Never-married,Male,50,33020.23935587679,<=50K
40,goverment,Married,Male,50,27603.650711576323,>50K
37,Self-emp-not-inc,Married,Male,50,33983.71882661619,<=50K
31,Private,Never-married,Female,40,46666.13990000574,<=50K
46,Private,Married,Male,40,29514.29001295036,>50K
47,goverment,Married,Male,50,33960.13336302782,>50K
48,goverment,Married,Male,40,22202.57260723653,<=50K
28,Private,Married,Female,40,35159.010731464725,<=50K
51,Private,Divorced,Female,40,30961.772225234025,<=50K
32,goverment,Married,Female,40,30824.87460280441,>50K
55,Private,Married,Male,40,28674.446332391926,<=50K
41,goverment,Divorced,Female,40,27640.456808556308,<=50K
46,Private,Married,Female,35,28383.59286111158,>50K
45,Self-emp-inc,Married,Male,40,45391.29354744526,>50K
65,goverment,Married,Male,40,48123.34116306579,<=50K
45,Private,Married,Male,50,29796.733913447217,>50K
42,Self-emp-not-inc,Married,Male,50,45480.42706229814,>50K
37,Private,Married,Male,40,35623.43621471482,>50K
67,Private,Divorced,Female,41,46404.574835240885,<=50K
28,Private,Married,Female,37,22116.16749185828,<=50K
56,Private,Married,Male,35,23654.58172522789,>50K
31,goverment,Married,Male,38,26767.089318437946,<=50K
33,Private,Separated,Female,40,29159.635626703795,<=50K
45,Private,Married,Male,40,34011.1337646075,>50K
53,Private,Married,Male,40,29484.20682168605,>50K
47,Private,Married,Male,40,31396.091724468013,<=50K
40,Private,Divorced,Female,30,23272.341888711373,<=50K
35,Private,Never-married,Male,48,34172.21376828288,<=50K
65,Self-emp-not-inc,Married,Male,40,49496.40647413144,<=50K
42,Private,Married,Female,30,26212.020239320915,<=50K
39,Private,Divorced,Female,40,30870.68978313981,<=50K
39,Private,Married,Male,30,31988.552399789,<=50K
37,Private,Married,Male,40,35846.711770180416,<=50K
31,Self-emp-not-inc,Never-married,Female,40,25752.49884817333,<=50K
39,Private,Divorced,Male,45,20053.62151053619,<=50K
39,Private,Married,Male,30,33823.90016124311,>50K
30,Private,Married,Male,40,35602.77271520301,<=50K
37,Private,Married,Female,48,28123.21796864159,<=50K
46,goverment,Married,Male,40,25830.08823418127,>50K
54,Private,Divorced,Female,38,45104.59673930194,<=50K
33,Private,Never-married,Male,45,32508.600307466502,<=50K
70,goverment,Never-married,Male,40,20264.91341722556,<=50K
36,Private,Divorced,Male,45,30111.47185292645,<=50K
53,goverment,Divorced,Female,50,32336.016142592245,<=50K
55,goverment,Divorced,Female,40,51116.07132572745,<=50K
36,Private,Divorced,Male,40,47696.10730570184,<=50K
36,Self-emp-not-inc,Never-married,Male,50,17438.70137970279,>50K
40,goverment,Married,Male,40,26920.48204962591,<=50K
36,Private,Married,Male,50,20954.354392295245,>50K
28,Private,Married,Male,50,20809.50169424538,<=50K
39,Private,Married,Male,40,25353.403760493784,>50K
49,Private,Never-married,Male,45,33938.64355238051,<=50K
63,Self-emp-inc,Married,Male,40,20409.99320901699,<=50K
61,Private,Married,Male,20,33229.538373277246,<=50K
48,Self-emp-inc,Married,Male,50,31636.16395485236,>50K
55,Private,Married,Male,40,45544.20839658463,<=50K
49,Private,Married,Male,40,31081.56970410186,<=50K
27,goverment,Married,Male,40,30087.10669685919,<=50K
37,Private,Divorced,Female,33,18668.480058566194,<=50K
32,goverment,Married,Male,40,33043.46312437191,<=50K
33,Self-emp-inc,Married,Male,50,31890.191929903307,<=50K
47,Private,Married,Male,26,30162.68408588563,<=50K
34,Private,Married,Male,40,43078.763869966606,<=50K
61,Private,Divorced,Female,35,45738.10520037382,<=50K
26,Private,Never-married,Male,30,31473.27248355841,<=50K
35,Private,Married,Male,50,29012.33783058312,<=50K
36,Private,Divorced,Female,40,42828.80423283249,<=50K
56,Private,Married,Male,35,25194.978029035425,>50K
40,goverment,Never-married,Male,40,20919.728872663567,<=50K
66,Private,Widowed,Female,40,27202.34360420734,>50K
42,Private,Married,Female,40,22487.50736607815,<=50K
28,Private,Never-married,Male,20,24694.21542016138,<=50K
39,goverment,Divorced,Female,35,29322.62315796292,<=50K
65,Self-emp-not-inc,Married,Male,25,25194.409117282583,<=50K
52,Private,Married,Male,40,30169.5712243085,>50K
39,Private,Divorced,Female,40,28526.95741606149,<=50K
49,Private,Married,Female,40,42406.3699606695,<=50K
38,Private,Married,Male,40,34878.354432018554,>50K
55,Private,Married,Male,40,35812.11584156131,<=50K
27,Private,Married,Male,50,26545.789340664134,<=50K
34,Private,Separated,Female,40,26927.860583920698,<=50K
54,goverment,Never-married,Female,40,30962.489192346147,<=50K
38,Private,Never-married,Female,40,34453.570632294686,<=50K
32,Private,Divorced,Female,40,28099.977548652278,<=50K
33,goverment,Separated,Male,20,45757.18962824943,<=50K
32,goverment,Married,Male,50,29488.2519790869,<=50K
34,Private,Married,Male,50,22415.97606573399,<=50K
46,Private,Married,Male,30,47786.35871250558,>50K
48,Private,Married,Male,40,24928.778920657405,>50K
48,goverment,Married,Male,40,35687.76106693485,<=50K
67,Private,Married,Male,37,35611.83747985244,>50K
36,Private,Married,Male,50,27708.023420257505,>50K
43,Private,Married,Male,38,32351.18824986704,<=50K
27,goverment,Never-married,Female,40,43687.2709390636,<=50K
56,Private,Separated,Male,40,22389.40178383304,<=50K
54,Self-emp-not-inc,Married,Male,48,16784.086078862463,<=50K
39,Private,Married,Male,46,45317.21187341504,>50K
60,Self-emp-not-inc,Married,Female,25,44365.05129952735,<=50K
27,Private,Never-married,Female,40,33117.6187282385,<=50K
31,Private,Married,Male,40,26339.272692493912,<=50K
26,Private,Never-married,Female,45,33561.06574405663,<=50K
45,Self-emp-inc,Married,Male,48,33749.35029102896,<=50K
33,Private,Never-married,Male,40,32229.70099881881,<=50K
29,Private,Divorced,Female,40,46776.40328505296,<=50K
72,Private,Widowed,Female,40,14754.325302022447,<=50K
35,Self-emp-not-inc,Married,Male,50,25027.74646986465,>50K
53,goverment,Married,Male,40,21151.395206012083,<=50K
40,Private,Never-married,Female,40,19784.111307685416,<=50K
69,Private,Widowed,Female,20,33196.60489565892,<=50K
41,goverment,Never-married,Female,25,43335.34794261043,<=50K
45,Private,Married,Male,45,31322.21778843471,>50K
27,Private,Married,Male,40,22874.01124805574,<=50K
46,Self-emp-inc,Married,Male,50,16317.18990122892,>50K
55,Private,Married,Male,35,21862.109280400477,<=50K
31,Private,Married,Male,40,23332.696212756768,>50K
45,Private,Divorced,Female,50,29384.006162611862,<=50K
64,Private,Married,Male,20,34256.31011180376,<=50K
38,Private,Married,Male,45,50834.861765389374,<=50K
33,Private,Married,Female,20,31449.64385255329,>50K
33,Private,Married,Male,43,29572.39715387994,>50K
37,Private,Never-married,Female,35,24386.8235993136,<=50K
53,Private,Separated,Female,38,33200.87839690858,<=50K
28,goverment,Never-married,Male,40,32360.846629135143,<=50K
33,Private,Married,Female,40,26143.89248077516,>50K
41,Private,Married,Male,40,25981.48689667628,<=50K
61,Self-emp-inc,Married,Male,50,33838.62062726029,<=50K
35,Private,Divorced,Female,40,30632.85603180561,>50K
64,goverment,Married,Male,40,46177.44547554453,>50K
28,Private,Married,Male,38,26253.529680158532,<=50K
39,Self-emp-not-inc,Never-married,Male,20,28638.242590858983,>50K
53,Private,Divorced,Male,40,34805.56187628398,<=50K
28,Private,Never-married,Female,40,27008.308947488425,<=50K
38,goverment,Divorced,Female,40,29539.436870876576,<=50K
27,Private,Never-married,Male,40,26829.989963259795,<=50K
55,goverment,Married,Female,40,47722.82885915213,>50K
52,goverment,Married,Female,40,28229.368959994124,>50K
30,Private,Never-married,Female,40,29074.953333419355,<=50K
47,Private,Divorced,Female,40,31563.45644373773,<=50K
26,Private,Never-married,Female,40,33613.94512079505,<=50K
27,Private,Married,Male,45,32764.75645892432,<=50K
57,Private,Married,Male,40,30978.53910752309,<=50K
30,Private,Never-married,Male,45,28842.580531357165,<=50K
34,Self-emp-not-inc,Divorced,Female,50,25006.612869913228,<=50K
40,Private,Married,Male,50,29532.30456806897,>50K
60,Private,Divorced,Female,38,25125.468688103912,<=50K
39,Private,Married,Male,50,44747.74004452827,<=50K
48,Private,Married,Female,40,28709.108635188568,>50K
27,Self-emp-not-inc,Married,Male,30,30855.360760778683,<=50K
33,Self-emp-not-inc,Divorced,Male,50,44461.53273255193,>50K
65,Self-emp-inc,Married,Male,40,33435.755884403254,<=50K
52,Private,Married,Male,40,34043.9577727234,>50K
27,Private,Never-married,Male,40,29108.27753550007,<=50K
32,Private,Never-married,Male,40,32561.782772345287,<=50K
45,Self-emp-not-inc,Separated,Male,50,29989.381711094076,<=50K
27,Private,Never-married,Male,45,50191.190258652096,<=50K
57,Self-emp-not-inc,Married,Female,50,12974.93590263234,<=50K
44,Private,Divorced,Male,50,24655.32221313853,>50K
30,Private,Married,Male,44,33670.677659519795,>50K
26,Private,Divorced,Female,40,46420.872701188586,<=50K
28,goverment,Married,Male,40,24707.62658487802,>50K
61,Private,Married,Male,40,24653.863448690317,>50K
49,Self-emp-not-inc,Married,Male,50,31545.153692411048,<=50K
33,Private,Married,Male,40,18362.907476173063,>50K
50,Private,Married,Male,50,35391.78092203039,>50K
53,Self-emp-not-inc,Married,Male,50,25985.22551025097,<=50K
33,Private,Married,Male,40,32357.931423088216,>50K
45,goverment,Divorced,Male,40,26217.054945936485,>50K
47,Self-emp-not-inc,Married,Male,40,23775.339124069837,>50K
52,goverment,Married,Male,40,24220.554010952605,>50K
57,Private,Widowed,Female,36,25740.71230827253,<=50K
58,Private,Divorced,Female,40,27238.561761868805,<=50K
50,goverment,Divorced,Female,50,26362.30202701053,>50K
33,goverment,Never-married,Female,40,32151.65541780307,<=50K
34,Self-emp-not-inc,Married,Male,40,34889.46886934391,<=50K
37,goverment,Married,Male,50,21410.6392315884,>50K
57,Private,Divorced,Female,40,22213.768409896395,<=50K
57,Self-emp-not-inc,Married,Male,48,30108.877506233937,<=50K
40,Private,Divorced,Male,40,30234.19314956867,<=50K
54,Private,Married,Male,20,29409.638537040235,<=50K
38,Private,Married,Male,40,14208.961408223242,>50K
32,Private,Married,Male,50,17397.152442867467,>50K
27,Private,Never-married,Female,42,23580.15668939799,<=50K
42,Private,Married,Male,40,33168.49688884832,<=50K
36,Private,Never-married,Female,47,42636.32227521585,<=50K
40,goverment,Separated,Male,40,25383.48621123022,<=50K
26,Private,Married,Male,45,28561.87764183685,<=50K
46,goverment,Never-married,Male,40,22787.916782069165,<=50K
28,Private,Married,Male,50,26503.06895982033,>50K
46,goverment,Never-married,Male,45,33066.063012048275,<=50K
55,Private,Divorced,Female,40,31745.539309503685,<=50K
76,Private,Divorced,Female,20,16689.803676963027,<=50K
27,Private,Never-married,Male,50,21365.504949834423,<=50K
50,Private,Married,Male,40,34422.940149111826,>50K
75,Private,Married,Male,20,29960.49662736096,<=50K
42,goverment,Married,Male,40,26701.082579144248,>50K
36,goverment,Never-married,Female,40,26861.532200579637,<=50K
51,Private,Married,Male,40,29051.76532749067,<=50K
43,Private,Married,Male,50,31562.60116716034,>50K
44,Private,Married,Male,40,21928.65562943301,<=50K
60,Private,Married,Male,45,23350.340552346963,<=50K
47,goverment,Married,Male,45,46080.73381519623,>50K
73,Private,Married,Male,20,19919.03201124175,<=50K
27,Private,Married,Male,40,25266.187792472683,<=50K
50,Private,Married,Male,50,16571.36189444773,>50K
35,Private,Married,Male,40,34270.32867981611,<=50K
31,Private,Never-married,Male,50,26244.468887444207,<=50K
45,Private,Married,Male,40,44146.27172561557,>50K
57,Private,Married,Male,40,30991.111567199907,>50K
34,Private,Married,Male,40,26414.909764308093,<=50K
39,Private,Married,Female,50,27220.77089744284,>50K
28,Private,Married,Male,40,27208.45671955466,>50K
48,goverment,Divorced,Female,40,24895.930848533146,<=50K
38,Private,Married,Male,44,23527.16300779716,<=50K
53,Private,Married,Female,20,26050.16739791304,<=50K
41,Private,Married,Female,50,46596.609874014495,<=50K
32,Private,Never-married,Male,40,33651.7136272242,<=50K
35,Private,Divorced,Male,40,35349.19784177216,<=50K
34,Private,Married,Male,40,31518.31126881062,<=50K
29,goverment,Married,Female,25,53150.28937959243,>50K
55,Private,Widowed,Female,40,27075.88215728824,<=50K
28,Private,Married,Male,40,25332.63560190601,<=50K
46,goverment,Never-married,Male,40,31122.1757853644,<=50K
38,Private,Married,Male,40,46587.83378212036,<=50K
29,Private,Divorced,Female,40,26869.46824027941,<=50K
35,Private,Married,Male,50,33398.330017635555,>50K
29,Private,Never-married,Male,40,46145.75204805983,<=50K
41,goverment,Married,Male,50,24850.36626464343,>50K
40,Self-emp-not-inc,Married,Male,32,17307.251562043086,<=50K
30,Private,Divorced,Female,40,20765.71665472575,<=50K
72,Private,Divorced,Female,35,31747.3459128682,<=50K
46,Self-emp-inc,Married,Male,50,29511.0973024166,<=50K
38,Private,Never-married,Male,48,25477.332939324264,<=50K
36,Private,Never-married,Female,45,31699.40922463508,<=50K
28,Private,Divorced,Female,35,33318.98948656057,<=50K
28,Private,Married,Male,40,41838.05935696141,<=50K
42,goverment,Married,Male,40,34751.31586204572,>50K
48,Private,Married,Male,40,24729.734025895606,>50K
37,Self-emp-not-inc,Married,Male,40,41772.86160255003,<=50K
32,Private,Never-married,Male,40,32351.72084889752,>50K
55,Private,Married,Male,40,17273.01195439401,>50K
30,Private,Married,Male,40,27071.330862067058,<=50K
68,Private,Widowed,Female,20,46592.98024972256,<=50K
45,Private,Divorced,Female,30,23905.686834581003,<=50K
26,Private,Divorced,Female,40,33090.046522656936,<=50K
36,Private,Married,Male,40,32932.36730671388,>50K
52,Private,Never-married,Female,40,27294.98546775709,<=50K
68,Private,Widowed,Female,20,26108.32990862945,<=50K
26,goverment,Married,Female,40,30222.75378961152,>50K
52,Private,Divorced,Male,40,34777.81308142013,<=50K
46,Self-emp-not-inc,Married,Male,50,32230.094520855684,<=50K
53,Private,Married,Male,40,24095.961486785796,>50K
29,Private,Married,Male,50,26837.147848233828,<=50K
41,Private,Married,Male,50,31339.08141562818,>50K
45,Private,Divorced,Female,40,45599.84118177503,<=50K
57,Private,Divorced,Female,50,30696.681888565807,>50K
30,goverment,Married,Male,30,33503.803438462724,<=50K
46,Private,Married,Male,45,32949.878741292145,>50K
45,Private,Married,Male,40,26568.461256269075,<=50K
40,Private,Married,Male,50,24739.16937050676,<=50K
38,goverment,Divorced,Female,20,45712.00220556763,<=50K
59,Self-emp-not-inc,Married,Male,50,26758.975186352607,<=50K
36,Private,Never-married,Male,40,34816.239286693235,<=50K
40,Private,Never-married,Male,40,34454.40030758208,<=50K
63,Private,Divorced,Female,40,31750.435314049617,<=50K
29,Private,Never-married,Female,50,26982.205637978182,<=50K
27,Private,Married,Female,45,21576.19650206891,>50K
47,goverment,Divorced,Male,50,27456.54948195012,>50K
48,Private,Married,Male,45,45449.13071719093,<=50K
29,Private,Married,Male,30,28814.05122023616,<=50K
42,Private,Widowed,Female,24,21549.75302476232,<=50K
36,Private,Divorced,Male,40,21255.493311333237,<=50K
60,Private,Divorced,Female,40,28236.36143177776,<=50K
41,goverment,Separated,Female,40,27218.23829601948,<=50K
43,Private,Married,Male,40,31667.55953910269,>50K
33,Private,Married,Male,38,31463.161684559145,>50K
34,Private,Married,Female,40,26630.88894828696,<=50K
32,Private,Never-married,Female,35,21197.337303169275,<=50K
52,Private,Widowed,Female,25,29988.797403482484,<=50K
27,Private,Never-married,Male,40,33712.733081217884,<=50K
60,goverment,Married,Male,40,47463.43776720596,>50K
41,Self-emp-not-inc,Married,Female,40,30584.1892837785,>50K
34,Self-emp-not-inc,Never-married,Male,50,28427.357229895544,<=50K
30,Private,Married,Male,40,43648.24089307,>50K
35,Private,Separated,Female,25,28968.217201697986,<=50K
39,goverment,Divorced,Female,40,32989.85874675166,<=50K
64,Private,Widowed,Female,40,32651.957358527838,<=50K
29,goverment,Never-married,Male,40,33168.4182814575,<=50K
37,goverment,Married,Male,40,52656.15191864697,>50K
43,Self-emp-not-inc,Married,Male,45,27899.751758621085,<=50K
30,Self-emp-not-inc,Married,Male,25,28344.271286335166,<=50K
29,Private,Never-married,Male,40,28493.22125977936,<=50K
27,Self-emp-not-inc,Never-married,Male,50,29350.194536134837,<=50K
69,Self-emp-inc,Separated,Male,40,22843.18177403608,<=50K
30,Private,Married,Male,40,27971.44171349331,<=50K
29,Private,Married,Male,40,21977.200279483088,<=50K
61,Private,Married,Male,40,33182.774209581665,<=50K
70,Private,Widowed,Female,38,42590.07047218488,<=50K
32,Private,Married,Male,40,26532.381971283503,>50K
27,Self-emp-not-inc,Never-married,Male,50,33175.282063261955,>50K
27,Private,Never-married,Female,40,48010.76316467878,<=50K
44,goverment,Married,Male,50,34601.054147741816,>50K
36,Private,Never-married,Female,40,43170.251493280106,<=50K
45,Private,Married,Male,50,28966.80852636672,>50K
29,Private,Never-married,Female,50,29664.885589993773,<=50K
34,goverment,Married,Male,50,26013.51932100471,>50K
28,goverment,Never-married,Male,50,26026.725846092817,<=50K
34,Private,Never-married,Male,40,23517.03235686811,<=50K
39,Private,Divorced,Female,45,44629.27462865542,<=50K
34,Private,Never-married,Male,40,45253.20999102682,<=50K
35,goverment,Divorced,Female,41,47286.4236843079,<=50K
41,Private,Married,Male,50,31862.543863038023,<=50K
50,goverment,Married,Male,45,31718.127648654518,>50K
68,Private,Divorced,Male,30,21647.44643559459,<=50K
35,Private,Never-married,Male,50,29384.970842012728,<=50K
47,Private,Married,Male,40,47262.190208748856,<=50K
43,goverment,Divorced,Female,40,26707.52877862057,<=50K
35,Private,Married,Male,40,20369.181240156,<=50K
34,Private,Never-married,Female,20,46448.01733722442,<=50K
26,Private,Never-married,Male,40,28052.346843964257,<=50K
50,Private,Divorced,Female,40,29647.047045141968,<=50K
52,Self-emp-not-inc,Married,Male,40,25129.82466577796,<=50K
71,goverment,Married,Male,28,34310.0065593165,<=50K
55,Private,Divorced,Female,40,45297.19055605816,<=50K
36,Private,Widowed,Female,40,32490.631752183774,<=50K
39,goverment,Married,Male,40,30645.048562945645,>50K
27,Private,Never-married,Male,40,28749.67446040529,<=50K
42,Private,Divorced,Female,40,23358.91968456775,<=50K
57,Private,Never-married,Male,40,33473.80062248531,>50K
34,Private,Never-married,Male,28,29706.883391382307,<=50K
31,Private,Never-married,Female,50,43678.7712877275,<=50K
41,Self-emp-not-inc,Never-married,Male,50,49258.73168308621,<=50K
30,Private,Divorced,Female,40,54042.56119419454,<=50K
26,Self-emp-inc,Separated,Female,20,27281.49442412374,<=50K
32,Private,Never-married,Male,50,45731.79825637944,<=50K
55,Private,Married,Male,45,45264.20029097809,<=50K
28,Private,Divorced,Female,50,29319.667923702666,<=50K
49,Private,Married,Male,50,31470.74390122956,>50K
43,Private,Married,Male,40,21400.674757696463,<=50K
40,Private,Married,Male,40,49128.484741983375,<=50K
41,Private,Married,Male,40,21232.770145785584,>50K
59,goverment,Married,Male,40,34631.61175474273,>50K
44,Self-emp-inc,Married,Male,50,35688.50550655818,<=50K
31,Self-emp-not-inc,Married,Male,48,34416.90399234172,<=50K
50,Self-emp-not-inc,Never-married,Male,45,25969.034154011075,<=50K
54,Private,Married,Male,45,24658.87513590856,>50K
28,Private,Married,Male,50,27354.239695036005,<=50K
34,Private,Divorced,Male,40,29832.29105189698,<=50K
46,Private,Married,Male,40,28380.1221670573,>50K
28,Self-emp-inc,Married,Male,50,26324.24832515252,>50K
29,Private,Married,Male,40,29214.02153982425,>50K
35,Private,Married,Male,40,32851.15193504893,<=50K
41,Self-emp-not-inc,Married,Male,50,32898.329325309955,>50K
35,Self-emp-not-inc,Married,Male,50,30433.415816115277,>50K
42,Private,Divorced,Female,20,31661.677338606714,<=50K
56,Private,Married,Female,45,32443.29916533477,<=50K
31,Private,Never-married,Male,45,33295.591759707364,<=50K
60,Private,Never-married,Male,40,32158.502985240342,<=50K
28,Private,Never-married,Male,40,32412.28926791325,<=50K
32,Private,Married,Male,50,25952.60845531838,>50K
36,Private,Never-married,Female,40,29734.10254430399,>50K
44,Self-emp-not-inc,Married,Male,50,27741.062698530743,<=50K
34,Private,Married,Male,48,17980.110449943437,>50K
27,Private,Never-married,Male,40,48062.27287190263,<=50K
49,Private,Divorced,Male,50,33471.751460299376,<=50K
48,Private,Divorced,Female,40,27453.872918658133,<=50K
47,Private,Married,Male,50,21783.80396107873,>50K
34,Private,Married,Male,50,45767.23082479435,>50K
